scheme_code,scheme_name,fund_house,date,nav,fetched_at
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,26-05-2026,6144.00040,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,25-05-2026,6144.84780,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,22-05-2026,6142.63800,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,21-05-2026,6142.88080,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,20-05-2026,6147.58560,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,19-05-2026,6149.75980,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,18-05-2026,6148.48470,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,15-05-2026,6148.30160,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,14-05-2026,6148.93610,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,13-05-2026,6150.12570,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,12-05-2026,6150.50760,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,11-05-2026,6151.86710,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,08-05-2026,6151.37070,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,07-05-2026,6149.90980,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,06-05-2026,6149.03070,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,05-05-2026,6146.00010,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,04-05-2026,6145.70490,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,30-04-2026,6140.16140,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,29-04-2026,6141.87990,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,28-04-2026,6143.00100,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,27-04-2026,6142.59020,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,24-04-2026,6142.20180,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,23-04-2026,6141.96030,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,22-04-2026,6143.36630,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,21-04-2026,6142.96010,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,20-04-2026,6142.25370,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,17-04-2026,6139.23510,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,16-04-2026,6139.70040,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,15-04-2026,6137.69620,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,13-04-2026,6133.40710,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,10-04-2026,6129.76740,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,09-04-2026,6126.15440,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,08-04-2026,6119.12430,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,07-04-2026,6110.18340,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,06-04-2026,6107.33460,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,02-04-2026,6104.72640,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,31-03-2026,6102.51310,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,30-03-2026,6101.38580,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,27-03-2026,6095.18590,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,25-03-2026,6090.54100,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,24-03-2026,6089.20450,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,23-03-2026,6090.16010,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,20-03-2026,6093.52610,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,18-03-2026,6093.85860,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,17-03-2026,6089.09930,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,16-03-2026,6086.34340,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,13-03-2026,6083.61970,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,12-03-2026,6087.11200,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,11-03-2026,6088.34040,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,10-03-2026,6086.65160,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,09-03-2026,6085.22880,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,06-03-2026,6084.29620,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,05-03-2026,6082.39270,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,04-03-2026,6081.05890,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,02-03-2026,6081.76400,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,27-02-2026,6079.91950,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,26-02-2026,6078.81230,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,25-02-2026,6077.58860,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,24-02-2026,6076.17580,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,23-02-2026,6074.63880,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,20-02-2026,6071.65710,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,18-02-2026,6069.76700,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,17-02-2026,6069.70630,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,16-02-2026,6069.37830,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,13-02-2026,6066.86400,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,12-02-2026,6063.70500,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,11-02-2026,6061.12040,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,10-02-2026,6058.86430,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,09-02-2026,6057.50320,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,06-02-2026,6054.96860,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,05-02-2026,6055.74490,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,04-02-2026,6053.33130,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,03-02-2026,6050.77330,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,02-02-2026,6047.21590,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,30-01-2026,6043.78380,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,29-01-2026,6041.31730,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,28-01-2026,6040.78420,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,27-01-2026,6041.49770,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,23-01-2026,6037.64530,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,22-01-2026,6037.50600,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,21-01-2026,6034.62460,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,20-01-2026,6033.43290,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,19-01-2026,6033.56390,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,16-01-2026,6031.76390,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,14-01-2026,6031.49900,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,13-01-2026,6030.99530,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,12-01-2026,6031.23290,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,09-01-2026,6028.45910,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,08-01-2026,6028.08600,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,07-01-2026,6028.38460,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,06-01-2026,6028.72710,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,05-01-2026,6027.69050,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,02-01-2026,6025.26800,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,01-01-2026,6024.71870,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,31-12-2025,6023.54540,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,30-12-2025,6020.39880,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,29-12-2025,6020.51720,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,26-12-2025,6017.72270,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,24-12-2025,6015.99440,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,23-12-2025,6013.82670,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,22-12-2025,6012.96350,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,19-12-2025,6009.93470,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,18-12-2025,6008.95020,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,17-12-2025,6007.89020,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,16-12-2025,6007.20350,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,15-12-2025,6006.30400,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,12-12-2025,6004.00680,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,11-12-2025,6003.05960,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,10-12-2025,6002.27800,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,09-12-2025,6002.30200,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,08-12-2025,6002.03880,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,05-12-2025,5999.09530,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,04-12-2025,5996.93910,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,03-12-2025,5996.35110,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,02-12-2025,5995.77980,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,01-12-2025,5994.99360,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,28-11-2025,5992.53750,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,27-11-2025,5991.56950,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,26-11-2025,5990.45540,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,25-11-2025,5989.34880,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,24-11-2025,5988.07990,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,21-11-2025,5985.17890,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,20-11-2025,5984.26630,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,19-11-2025,5983.40160,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,18-11-2025,5982.38080,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,17-11-2025,5981.20660,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,14-11-2025,5978.35180,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,13-11-2025,5977.41710,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,12-11-2025,5976.36880,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,11-11-2025,5975.03740,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,10-11-2025,5973.97340,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,07-11-2025,5971.02470,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,06-11-2025,5969.92560,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,04-11-2025,5967.95870,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,03-11-2025,5966.96460,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,31-10-2025,5963.94250,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,30-10-2025,5962.91050,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,29-10-2025,5962.24360,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,28-10-2025,5961.28160,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,27-10-2025,5959.95940,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,24-10-2025,5957.01330,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,23-10-2025,5956.26610,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,20-10-2025,5953.55420,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,17-10-2025,5950.67900,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,16-10-2025,5949.99410,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,15-10-2025,5949.61580,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,14-10-2025,5948.72500,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,13-10-2025,5947.79550,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,10-10-2025,5944.84950,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,09-10-2025,5943.98080,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,08-10-2025,5943.16990,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,07-10-2025,5942.44460,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,06-10-2025,5941.79360,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,03-10-2025,5938.47480,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,01-10-2025,5935.60000,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,30-09-2025,5933.53730,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,26-09-2025,5928.04740,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,25-09-2025,5927.31080,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,24-09-2025,5926.67410,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,23-09-2025,5925.95310,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,22-09-2025,5924.97230,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,19-09-2025,5922.13570,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,18-09-2025,5921.22440,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,17-09-2025,5919.70480,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,16-09-2025,5918.11800,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,15-09-2025,5916.61100,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,12-09-2025,5913.83650,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,11-09-2025,5913.29380,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,10-09-2025,5912.00410,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,09-09-2025,5911.39240,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,05-09-2025,5908.56830,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,04-09-2025,5907.61230,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,03-09-2025,5906.76440,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,02-09-2025,5905.98680,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,01-09-2025,5905.57180,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,29-08-2025,5902.98760,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,28-08-2025,5902.40990,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,26-08-2025,5900.71070,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,25-08-2025,5899.98880,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,22-08-2025,5897.23740,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,21-08-2025,5896.21470,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,20-08-2025,5895.21640,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,19-08-2025,5894.27420,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,18-08-2025,5892.98960,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,14-08-2025,5889.26360,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,13-08-2025,5888.12470,2026-07-02 10:55:53
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,12-08-2025,5887.39080,2026-07-02 10:55:53
