scheme_code,scheme_name,fund_house,date,nav,fetched_at
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,01-07-2026,206.47780,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,30-06-2026,206.83550,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,29-06-2026,205.10350,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,25-06-2026,203.91570,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,24-06-2026,205.06550,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,23-06-2026,203.54430,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,22-06-2026,204.12630,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,19-06-2026,202.07610,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,18-06-2026,200.95650,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,17-06-2026,199.83020,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,16-06-2026,198.61520,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,15-06-2026,198.03200,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,12-06-2026,196.55770,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,11-06-2026,192.67220,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,10-06-2026,193.43710,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,09-06-2026,194.38130,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,08-06-2026,191.90920,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,05-06-2026,194.75470,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,04-06-2026,194.52200,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,03-06-2026,194.08100,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,02-06-2026,193.12950,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,01-06-2026,192.31950,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,31-05-2026,193.68360,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,29-05-2026,193.68480,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,27-05-2026,195.05010,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,26-05-2026,194.22580,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,25-05-2026,193.55990,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,22-05-2026,192.12270,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,21-05-2026,191.75750,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,20-05-2026,189.86610,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,19-05-2026,189.55530,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,18-05-2026,187.91260,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,15-05-2026,190.24050,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,14-05-2026,189.93450,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,13-05-2026,190.46400,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,12-05-2026,190.61520,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,11-05-2026,195.58600,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,08-05-2026,196.88210,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,07-05-2026,197.47530,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,06-05-2026,196.00360,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,05-05-2026,194.56180,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,04-05-2026,195.44690,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,30-04-2026,193.41310,2026-07-02 10:55:51
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,29-04-2026,194.15230,2026-07-02 10:55:51
